Year,District,Total cases,Total deaths
2012,Kalaburagi,1158,0
2012,Kodagu,43,0
2012,Kolar,111,0
2012,Koppal,821,0
2012,Mandya,66,0
2012,Mysuru,94,0
2012,Raichur,722,0
2012,Ramanagara,54,0
2012,Shivamogga,148,0
2012,Tumakuru,162,0
2012,U.K.P.N. PURA#,376,0
2012,Udupi,2217,0
2012,Uttara Kannada,316,0
2012,Vijayapura,304,0
2012,Yadgir,546,0
2012,Alappuzha,123,0
2012,Ernakulam,108,0
2012,Idukki,53,2
2012,Kannur,339,0
2012,Kasaragod,286,0
2012,Kollam,115,0
2012,Kottayam,71,0
2012,Kozhikode,181,0
2012,Malappuram,237,0
2012,Palakkad,107,0
2012,Pathanamthitta,105,0
2012,Thiruvananthapuram,70,0
2012,Thrissur,194,1
2012,Wayanad,47,0
2012,Lakshadweep District,9,0
2012,Alirajpur,1352,0
2012,Anuppur,834,0
2012,Ashoknagar,1317,1
2012,Balaghat,2300,2
2012,Barwani,703,0
2012,Betul,946,0
2012,Bhind,3154,2
2012,Bhopal,1369,0
2012,Burhanpur,745,0
2012,Chhatarpur,505,1
2012,Chhindwara,3446,0
2012,Damoh,731,1
2012,Datia,722,0
2012,Dewas,222,0
2012,Dhar,2196,1
2012,Dindori,829,2
2012,East Nimar,410,2
2012,Guna,1648,0
2012,Gwalior,2122,6
2012,Harda,223,0
2012,Indore,159,0
2012,Jabalpur,508,2
2012,Jhabua,3715,0
2012,Katni,310,1
2012,Khargone,2959,0
2012,Mandla,1044,0
2012,Mandsaur,896,0
2012,Morena,1937,0
2012,Narmadapuram,1293,0
2012,Narsinghpur,928,2
2012,Neemuch,263,0
2012,Panna,1691,0
2012,Raisen,1095,0
2012,Rajgarh,943,0
2012,Ratlam,1418,2
2012,Rewa,861,0
2012,Sagar,1273,0
2012,Satna,1201,2
2012,Sehore,552,0
2012,Seoni,1019,0
2012,Shahdol,792,1
2012,Shajapur,375,0
2012,Sheopur,3074,0
2012,Shivpuri,4712,0
2012,Sidhi,10899,11
2012,Singrauli,3236,0
2012,Tikamgarh,1841,4
2012,Ujjain,352,0
2012,Umaria,534,0
2012,Vidisha,884,0
2012,Ahmednagar,357,0
2012,Akola,218,0
2012,Amravati,721,1
2012,Aurangabad,148,1
2012,Beed,88,0
2012,Bhandara,190,0
2012,Buldhana,210,0
2012,Chandrapur,2069,8
2012,Dhule,1047,2
2012,Gadchiroli,6596,4
2012,Gondia,754,7
2012,Hingoli,10,0
2012,Jalgaon,551,1
2012,Jalna,15,0
2012,Kolhapur,99,0
2012,Latur,108,0
2012,Mumbai,16086,45
2012,Nagpur,515,1
2012,Nagpur MC#,125,0
2012,Nanded,303,0
2012,Nandurbar,1073,1
2012,Nashik,2305,1
2012,Osmanabad,32,0
2012,Parbhani,25,0
2012,Pune,512,5
2012,Pune MC#,78,0
2012,Raigad,4361,1
2012,Ratnagiri,810,0
2012,Sangli,162,0
2012,Satara,600,0
2012,Sindhudurg,243,2
2012,Solapur,125,0
2012,Thane,16141,14
2012,Wardha,712,2
2012,Washim,96,0
2012,Yavatmal,1032,0
2013,Bishnupur,0,0
2013,Chandel,27,0
2013,Churachandpur,63,0
2013,Imphal East,9,0
2013,Imphal Urban#,3,0
2013,Imphal West,8,0
2013,Jiribam,8,0
2013,Kangpokpi,2,0
2013,Senapati,0,0
2013,Tamenglong,122,0
2013,Thoubal,11,0
2013,Ukhrul,2,0
2013,East Garo Hills,7461,19
2013,East Khasi Hills,553,2
2013,Ri Bhoi,966,3
2013,South Garo Hills,3009,7
2013,West Garo Hills,6908,9
2013,West Jaintia Hills,170,5
2013,West Khasi Hills,1767,7
2013,Aizawl,137,0
2013,Aizawl West#,219,9
2013,Champhai,96,1
2013,Kolasib,329,1
2013,Lawngtlai,5034,7
2013,Lunglei,3042,3
2013,Mamit,774,1
2013,Saiha,182,1
2013,Serchhip,70,2
2013,Mon,53,0
2013,Dimapur,513,0
2013,Kiphire,96,0
2013,Kohima,409,0
2013,Longleng,162,0
2013,Mokokchung,548,0
2013,Peren,13,0
2013,Phek,349,1
2013,Tuensang,133,0
2013,UVBDS Dimapur#,311,0
2013,Wokha,190,0
2013,Zunheboto,114,0
2013,Anugul,7724,1
2013,Balangir,3920,6
2013,Baleshwar,441,0
2013,Bargarh,994,0
2013,Bhadrak,358,0
2013,Boudh,1657,0
2013,Cuttack,480,0
2013,Deogarh,5922,1
2013,Dhenkanal,2360,0
2013,Gajapati,7626,1
2013,Ganjam,6287,2
2013,Jagatsinghapur,191,0
2013,Jajapur,1147,0
2013,Jharsuguda,326,1
2013,Kalahandi,19053,13
2013,Kandhamal,18116,6
2013,Kendrapara,146,0
2013,Kendujhar,21213,3
2013,Khordha,1069,0
2013,Koraput,38867,5
2013,Malkangiri,14257,5
2013,Mayurbhanj,8673,2
2013,Nabarangpur,14600,4
2013,Nayagarh,915,0
2013,Nuapada,8150,6
2013,Puri,29,0
2013,Rayagada,52117,8
2013,Sambalpur,9209,0
2013,Sonepur,691,1
2013,Sundargarh,16304,14
2013,Karaikal,23,0
2013,Mahe,12,0
2013,Pondicherry,99,0
2013,Yanam,9,0
2013,Amritsar,28,0
2013,Barnala,2,0
2013,Bathinda,57,0
2013,Faridkot,249,0
2013,Fatehgarh Sahib,12,0
2013,Ferozepur,44,0
2013,Gurdaspur,11,0
2013,Hoshiarpur,38,0
2013,Jalandhar,57,0
2013,Kapurthala,10,0
2013,Ludhiana,197,0
2013,Mansa,328,0
2013,Moga,8,0
2013,Patiala,94,0
2013,Rupnagar,9,0
2013,S.A.S Nagar,15,0
2013,Sangrur,100,0
2013,"Shahid Bhagat Singh
Nagar",130,0
2013,Sri Muktsar Sahib,233,0
2013,Tarn taran,67,0
2013,Ajmer,1309,2
2013,Alwar,2014,0
2013,Banswara,1162,0
2013,Baran,717,0
2013,Barmer,4998,0
2013,Bharatpur,3096,2
2013,Bhilwara,1570,1
2013,Bikaner,3955,2
2013,Bundi,1364,0
2013,Chittorgarh,1151,0
2013,Churu,1411,1
2013,Dausa,688,2
2013,Dholpur,1483,0
2013,Dungarpur,742,0
2013,Ganganagar,1388,3
2013,Hanumangarh,788,0
2013,Jaipur,2000,3
2013,Jaisalmer,831,2
2013,Jalore,763,0
2013,Jhalawar,329,0
2013,Jhunjhunu,481,0
2013,Jodhpur,1987,0
2013,Karauli,482,0
2013,Kota,613,0
2013,Nagaur,1940,0
2013,Pali,780,0
2013,Pratapgarh,1308,0
2013,Rajsamand,847,1
2013,Sawai Madhopur,1289,0
2013,Sikar,674,0
2013,Sirohi,736,0
2013,Tonk,558,0
2013,Udaipur,2355,3
2013,Gangtok,68,0
2013,Gyalshing,2,0
2013,Mangan,2,0
2013,Namchi,5,0
2013,Aranthangi#,8,0
2013,Ariyalur,0,0
2013,Chengalpattu,41,0
2013,Chennai,11090,0
2013,Cheyyar#,75,0
2013,Coimbatore,47,0
2013,Cuddalore,86,0
2013,Dharapuram#,1,0
2013,Dharmapuri,54,0
2013,Dindigul,47,0
2013,Erode,0,0
2013,Kallakurichi,153,0
2013,Kanchipuram,11,0
2013,Kanniyakumari,669,0
2013,Karur,13,0
2013,Kovilpatti#,83,0
2013,Krishnagiri,23,0
2013,Madurai,141,0
2013,Nagapattinam,117,0
2013,Namakkal,15,0
2013,Palani#,17,0
2013,Paramakudi#,350,0
2013,Perambalur,5,0
2013,Poonamallee#,9,0
2013,Pudukkottai,15,0
2013,Ramanathapuram,3982,0
2013,Salem,13,0
2013,Sivaganga,1,0
2013,Sivakasi#,11,0
2013,Tenkasi,26,0
2013,Thanjavur,170,0
2013,The Nilgiris,0,0
2013,Theni,16,0
2013,Thiruvallur,295,0
2013,Thiruvarur,38,0
2013,Tiruchirappalli,63,0
2013,Tirunelveli,75,0
2013,Tirupathur,173,0
2013,Tiruppur,1,0
2013,Tiruvannamalai,322,0
2013,Tuticorin,118,0
2013,Vellore,419,0
2013,Villupuram,46,0
2013,Virudhunagar,30,0
2013,Dhalai,2766,6
2013,North Tripura,491,0
2013,South Tripura,7261,1
2013,West Tripura,1047,0
2013,Agra,113,0
2013,Aligarh,1050,0
2013,Ambedkar Nagar,23,0
2013,Amroha,198,0
2013,Auraiya,937,0
2013,Ayodhya,28,0
2013,Azamgarh,12,0
2013,Baghpat,220,0
2013,Bahraich,32,0
2013,Ballia,2,0
2013,Balrampur,6,0
2013,Banda,606,0
2013,Barabanki,3,0
2013,Bareilly,551,0
2013,Basti,98,0
2013,Bhadohi,1293,0
2013,Bijnor,720,0
2013,Budaun,761,0
2013,Bulandshahr,734,0
2013,Chandauli,120,0
2013,Chitrakoot,572,0
2013,Deoria,14,0
2013,Etah,585,0
2013,Etawah,493,0
2013,Farrukhabad,329,0
2013,Fatehpur,1301,0
2013,Firozabad,363,0
2013,Gautam Buddha Nagar,452,0
2013,Ghaziabad,341,0
2013,Ghazipur,80,0
2013,Gonda,20,0
2013,Gorakhpur,1,0
2013,Hamirpur,759,0
2013,Hardoi,35,0
2013,Hathras,622,0
2013,Jalaun,432,0
2013,Jaunpur,191,0
2013,Jhansi,853,0
2013,Kannauj,435,0
2013,Kanpur Dehat,1021,0
2013,Kanpur Nagar,447,0
2013,Kasganj,640,0
2013,Kaushambi,304,0
2013,Kheri,242,0
2013,Kushi Nagar,192,0
2013,Lalitpur,766,0
2013,Lucknow,53,0
2013,Maharajganj,113,0
2013,Mahoba,788,0
2013,Mainpuri,310,0
2013,Mathura,259,0
2013,Mau,2,0
2013,Meerut,149,0
2013,Mirzapur,5229,0
2013,Moradabad,164,0
2013,Muzaffarnagar,2750,0
2013,Pilibhit,19,0
2013,Pratapgarh,176,0
2013,Prayagraj,5598,0
2013,Rae Bareli,72,0
2013,Rampur,262,0
2013,Saharanpur,1982,0
2013,Sant Kabeer Nagar,22,0
2013,Shahjahanpur,10,0
2013,Shravasti,29,0
2013,Siddharth Nagar,224,0
2013,Sitapur,21,0
2013,Sonbhadra,9581,0
2013,Sultanpur,241,0
2013,Unnao,53,0
2013,Varanasi,296,0
2013,Almora,26,0
2013,Bageshwar,3,0
2013,Chamoli,13,0
2013,Champawat,16,0
2013,Dehradun,1101,0
2013,Haridwar,373,0
2013,Nainital,220,0
2013,Pauri Garhwal,42,0
2013,Pithoragarh,0,0
2013,Rudra Prayag,0,0
2013,Tehri Garhwal,4,0
2013,Udam Singh Nagar,150,0
2013,Uttar Kashi,0,0
2013,24 Paraganas North,952,0
2013,24 Paraganas South,672,0
2013,Bankura,1625,11
2013,Bardhaman,127,2
2013,Birbhum,351,2
2013,Coochbehar,540,0
2013,Darjeeling,176,1
2013,Dinajpur Dakshin,133,0
2013,Dinajpur Uttar,245,0
2013,Hooghly,277,2
2013,Howrah,2878,0
2013,Jalpaiguri,758,3
2013,KMUHO#,863,0
2013,Kolkata,32659,0
2013,Maldah,1665,0
2013,Medinipur East,412,0
2013,Medinipur West,1783,2
2013,Murshidabad,2703,2
2013,Nadia,599,0
2013,Purulia,2227,5
2013,Pvt. Hospital & Others#,4148,0
2013,Nicobars,649,0
2013,North And Middle Andaman,72,0
2013,South Andamans,284,0
2013,Adilabad,995,0
2013,Anantapur,222,0
2013,Chittoor,149,0
2013,East Godavari,3460,0
2013,Guntur,498,0
2013,Hyderabad,196,0
2013,Karimnagar,36,0
2013,Khammam,1697,0
2013,Krishna,592,0
2013,Kurnool,150,0
2013,Mahabubnagar,128,0
2013,Medak,48,0
2013,Nalgonda,22,0
2013,Nizamabad,106,0
2013,Prakasam,631,0
2013,Ranga Reddy,52,0
2013,SPSR Nellore,179,0
2013,Srikakulam,774,0
2013,Visakhapatanam,5950,0
2013,Vizianagaram,2808,0
2013,Warangal,155,0
2013,West Godavari,692,0
2013,Y.S.R.,247,0
2013,Anjaw,52,0
2013,Changlang,360,0
2013,Dibang Valley,67,0
2013,East Kameng,554,10
2013,East Siang,837,0
2013,Kurung Kumey,134,0
2013,Lohit,721,0
2013,Lower Dibang Valley,644,0
2013,Lower Subansiri,136,0
2013,Papum Pare,184,0
2013,Tirap,743,4
2013,Upper Siang,214,0
2013,Upper Subansiri,1245,7
2013,West Kameng,133,0
2013,West Siang,374,0
2013,Baksa,1901,0
2013,Barpeta,143,0
2013,Bongaigaon,45,0
2013,Cachar,279,1
2013,Chirang,1088,0
2013,Darrang,70,0
2013,Dhemaji,78,0
2013,Dhubri,176,0
2013,Dibrugarh,25,0
2013,Dima Hasao,972,0
2013,Goalpara,994,0
2013,Golaghat,40,0
2013,Hailakandi,437,0
2013,Jorhat,81,0
2013,Kamrup,286,0
2013,Kamrup Metro,199,0
2013,Karbi Anglong,4989,2
2013,Karimganj,364,3
2013,Kokrajhar,2660,0
2013,Lakhimpur,182,0
2013,Marigaon,59,0
2013,Nagaon,123,1
2013,Nalbari,46,0
2013,Sivasagar,47,0
2013,Sonitpur,213,0
2013,Tinsukia,171,0
2013,Udalguri,3874,0
2013,Araria,0,0
2013,Arwal,1,0
2013,Aurangabad,532,0
2013,Banka,118,0
2013,Begusarai,0,0
2013,Bhagalpur,37,0
2013,Bhojpur,1,0
2013,Buxar,0,0
2013,Darbhanga,0,0
2013,Gaya,119,0
2013,Gopalganj,0,0
2013,Jamui,99,0
2013,Jehanabad,0,0
2013,Kaimur (Bhabua),60,0
2013,Katihar,67,0
2013,Khagaria,0,0
2013,Kishanganj,0,0
2013,Lakhisarai,220,0
2013,Madhepura,0,0
2013,Madhubani,30,0
2013,Munger,408,0
2013,Muzaffarpur,0,0
2013,Nalanda,26,0
2013,Nawada,349,0
2013,Pashchim Champaran,0,0
2013,Patna,32,1
2013,Purbi Champaran,0,0
2013,Purnia,439,0
2013,Rohtas,133,0
2013,Saharsa,0,0
2013,Samastipur,5,0
2013,Saran,2,0
2013,Sheikhpura,14,0
2013,Sheohar,0,0
2013,Sitamarhi,1,0
2013,Siwan,0,0
2013,Supaul,0,0
2013,Vaishali,0,0
2013,Chandigarh,150,0
2013,Balod,283,0
2013,Baloda Bazar,392,3
2013,Balrampur,3959,0
2013,Bastar,6367,6
2013,Bemetara,167,0
2013,Bijapur,9904,4
2013,Bilaspur,2406,2
2013,Dantewada,10786,2
2013,Dhamtari,424,0
2013,Durg,1597,0
2013,Gariyaband,1720,1
2013,Janjgir-Champa,314,0
2013,Jashpur,10810,0
2013,Kabirdham,2906,0
2013,Kanker,5444,0
2013,Kondagaon,3774,6
2013,Korba,15742,3
2013,Korea,7001,5
2013,Mahasamund,389,1
2013,Mungeli,227,0
2013,Narayanpur,2920,0
2013,Raigarh,4353,3
2013,Raipur,81,2
2013,RajnandGaon,1701,1
2013,Sukma,9039,3
2013,Surajpur,3407,1
2013,Surguja,4032,0
2013,"Dadra And Nagar
Haveli",1778,0
2013,Daman,87,0
2013,Diu,4,0
2013,New Delhi,353,0
2013,North Goa,881,0
2013,South Goa,649,0
2013,Ahmadabad,513,1
2013,Ahmadabad MC#,12680,21
2013,Amreli,1227,0
2013,Anand,571,0
2013,Banas kantha,1458,0
2013,Bharuch,744,1
2013,Bhavnagar,348,0
2013,Bhavnagar MC#,210,0
2013,Dang,434,0
2013,Dohad,5117,0
2013,Gandhinagar,374,0
2013,Gandhinagar MC#,414,0
2013,Jamnagar,789,0
2013,Jamnagar MC#,39,0
2013,Junagadh,593,0
2013,Junagadh MC#,33,0
2013,Kachchh,1291,0
2013,Kheda,648,0
2013,Mahesana,631,0
2013,Narmada,286,0
2013,Navsari,994,2
2013,Panch Mahals,3138,1
2013,Patan,1638,0
2013,Porbandar,395,0
2013,Rajkot,2369,0
2013,Rajkot MC#,204,0
2013,Sabar kantha,1248,1
2013,Surat,840,2
2013,Surat MC#,9209,8
2013,Surendranagar,1325,0
2013,Tapi,306,0
2013,Vadodara,1580,0
2013,Vadodara MC#,2320,1
2013,Valsad,4547,0
2013,Ambala,485,0
2013,Bhiwani,953,0
2013,Faridabad,933,0
2013,Fatehabad,874,0
2013,Gurugram,208,0
2013,Hisar,1748,0
2013,Jhajjar,623,0
2013,Jind,322,1
2013,Kaithal,89,0
2013,Karnal,1195,0
2013,Kurukshetra,298,0
2013,Mahendragarh,153,0
2013,Nuh,1097,0
2013,Palwal,803,0
2013,Panchkula,215,0
2013,Panipat,583,1
2013,Rewari,48,0
2013,Rohtak,318,0
2013,Sirsa,1602,1
2013,Sonipat,385,0
2013,Yamunanagar,1539,0
2013,Bilaspur,12,0
2013,Chamba,8,0
2013,Hamirpur,23,0
2013,Kangra,36,0
2013,Kullu,7,0
2013,Mandi,20,0
2013,Shimla,5,0
2013,Sirmaur,8,0
2013,Solan,14,0
2013,Una,8,0
2013,Baramulla,0,0
2013,Doda,0,0
2013,Jammu,226,0
2013,Kargil,0,0
2013,Kathua,99,0
2013,Kishtwar,0,0
2013,Leh Ladakh,0,0
2013,Poonch,129,0
2013,Rajouri,145,0
2013,Ramban,4,0
2013,Reasi,12,0
2013,Samba,14,0
2013,Udhampur,27,0
2013,UMCP Jammu#,42,0
2013,Bokaro,2908,0
2013,Chatra,3834,0
2013,Deoghar,79,0
2013,Dhanbad,1157,1
2013,Dumka,2464,0
2013,East Singhbum,3527,4
2013,Garhwa,7189,0
2013,Giridih,9468,0
2013,Godda,1814,0
2013,Gumla,2059,0
2013,Hazaribagh,5687,0
2013,Jamtara,68,0
2013,Khunti,2674,0
2013,Koderma,1708,0
2013,Latehar,10147,0
2013,Lohardaga,901,0
2013,Pakur,752,0
2013,Palamu,9605,0
2013,Ramgarh,994,0
2013,Ranchi,2827,0
2013,Sahebganj,3152,0
2013,Saraikela Kharsawan,3839,0
2013,Simdega,5081,2
2013,West Singhbhum,15852,1
2013,A.M.U. Almatti#,36,0
2013,A.M.U. B. Gudi#,16,0
2013,A.M.U. Kembhavi#,3,0
2013,Bagalkote,589,0
2013,Ballari,182,0
2013,Belagavi,71,0
2013,Bengaluru Rural,7,0
2013,Bengaluru Urban,14,0
2013,Bidar,214,0
2013,Chamarajanagara,50,0
2013,ChikkaBallaPura,30,0
2013,Chikkamagaluru,122,0
2013,Chitradurga,75,0
2013,Dakshina Kannada,5660,0
2013,Davangere,57,0
2013,Dharwad,200,0
2013,Gadag,664,0
2013,Hassan,74,0
2013,Haveri,287,0
2013,Kalaburagi,435,0
2013,Kodagu,32,0
2013,Kolar,107,0
2013,Koppal,599,0
2013,Mandya,22,0
2013,Mysuru,63,0
2013,Raichur,230,0
2013,Ramanagara,18,0
2013,Shivamogga,117,0
2013,Tumakuru,82,0
2013,U.K.P.N. PURA#,148,0
2013,Udupi,2205,0
2013,Uttara Kannada,253,0
2013,Vijayapura,296,0
2013,Yadgir,344,0
2013,Alappuzha,77,0
2013,Ernakulam,76,0
2013,Idukki,49,0
2013,Kannur,200,0
2013,Kasaragod,306,0
2013,Kollam,82,0
2013,Kottayam,30,0
2013,Kozhikode,174,0
2013,Malappuram,185,0
2013,Palakkad,82,0
2013,Pathanamthitta,96,0
2013,Thiruvananthapuram,124,0
2013,Thrissur,115,0
2013,Wayanad,38,0
2013,Lakshadweep District,8,0
2013,Alirajpur,1572,0
2013,Anuppur,856,3
2013,Ashoknagar,1268,0
2013,Balaghat,2594,4
2013,Barwani,1312,0
2013,Betul,2688,1
2013,Bhind,5213,5
2013,Bhopal,822,2
2013,Burhanpur,518,0
2013,Chhatarpur,1102,1
2013,Chhindwara,2299,0
2013,Damoh,677,0
2013,Datia,1338,0
2013,Dewas,213,0
2013,Dhar,2984,1
2013,Dindori,1253,1
2013,East Nimar,927,0
2013,Guna,1146,0
2013,Gwalior,1868,8
2013,Harda,126,1
2013,Indore,96,0
2013,Jabalpur,478,0
2013,Jhabua,5013,0
2013,Katni,797,0
2013,Khargone,3288,0
2013,Mandla,1034,0
2013,Mandsaur,313,0
2013,Morena,2656,2
2013,Narmadapuram,1938,0
2013,Narsinghpur,652,0
2013,Neemuch,198,0
2013,Panna,1628,0
2013,Raisen,793,1
2013,Rajgarh,719,0
2013,Ratlam,1935,0
2013,Rewa,791,0
2013,Sagar,1159,1
2013,Satna,1203,0
2013,Sehore,489,0
2013,Seoni,808,2
2013,Shahdol,765,0
2013,Shajapur,321,0
2013,Sheopur,3967,8
2013,Shivpuri,6052,1
2013,Sidhi,4203,3
2013,Singrauli,2688,0
2013,Tikamgarh,1937,4
2013,Ujjain,403,0
2013,Umaria,448,0
2013,Vidisha,712,0
2013,Ahmednagar,137,0
2013,Akola,149,0
2013,Amravati,767,1
2013,Aurangabad,106,0
2013,Beed,56,0
2013,Bhandara,172,0
2013,Buldhana,176,0
2013,Chandrapur,1429,5
2013,Dhule,605,2
2013,Gadchiroli,6436,6
2013,Gondia,594,4
2013,Hingoli,19,0
2013,Jalgaon,270,1
2013,Jalna,12,0
2013,Kolhapur,82,0
2013,Latur,69,1
2013,Mumbai,10565,30
2013,Nagpur,355,0
2013,Nagpur MC#,79,0
2013,Nanded,197,0
2013,Nandurbar,736,0
2013,Nashik,1015,4
2013,Osmanabad,30,0
2013,Parbhani,49,0
2013,Pune,329,1
2013,Pune MC#,47,0
2013,Raigad,4989,8
2013,Ratnagiri,604,0
2013,Sangli,111,0
2013,Satara,311,1
2013,Sindhudurg,206,0
2013,Solapur,71,0
2013,Thane,11522,16
2013,Wardha,456,0
2013,Washim,71,0
2013,Yavatmal,855,0
2014,Bishnupur,0,0
2014,Chandel,5,0
2014,Churachandpur,33,0
2014,Imphal East,4,0
2014,Imphal Urban#,0,0
2014,Imphal West,3,0
2014,Jiribam,22,0
2014,Kangpokpi,4,0
2014,Senapati,1,0
2014,Tamenglong,44,0
2014,Thoubal,3,0
2014,Ukhrul,1,0
2014,East Garo Hills,10575,21
2014,East Khasi Hills,592,7
2014,Ri Bhoi,1741,10
2014,South Garo Hills,4058,9
2014,West Garo Hills,5371,5
2014,West Jaintia Hills,475,3
2014,West Khasi Hills,1915,7
2014,Aizawl,232,0
2014,Aizawl West#,312,2
2014,Champhai,92,1
2014,Kolasib,312,3
2014,Lawngtlai,4619,1
2014,Lunglei,3972,1
2014,Mamit,1649,9
2014,Saiha,488,1
2014,Serchhip,71,3
2014,Mon,22,0
2014,Dimapur,257,0
2014,Kiphire,70,0
2014,Kohima,325,0
2014,Longleng,185,0
2014,Mokokchung,572,0
2014,Peren,14,0
2014,Phek,339,0
2014,Tuensang,122,0
2014,UVBDS Dimapur#,166,0
2014,Wokha,107,1
2014,Zunheboto,106,0
2014,Anugul,11533,5
2014,Balangir,6752,8
2014,Baleshwar,310,0
2014,Bargarh,1493,4
2014,Bhadrak,292,2
2014,Boudh,1832,0
2014,Cuttack,462,0
2014,Deogarh,5308,1
2014,Dhenkanal,2860,1
2014,Gajapati,5594,0
2014,Ganjam,5635,0
2014,Jagatsinghapur,274,0
2014,Jajapur,676,0
2014,Jharsuguda,624,3
2014,Kalahandi,20120,12
2014,Kandhamal,18395,1
2014,Kendrapara,109,0
2014,Kendujhar,17134,2
2014,Khordha,693,0
2014,Koraput,25000,5
2014,Malkangiri,11658,2
2014,Mayurbhanj,7793,0
2014,Nabarangpur,13515,3
2014,Nayagarh,1458,1
2014,Nuapada,6588,2
2014,Puri,105,0
2014,Rayagada,31514,2
2014,Sambalpur,11846,1
2014,Sonepur,1130,2
2014,Sundargarh,18155,10
2014,Karaikal,27,0
2014,Mahe,1,0
2014,Pondicherry,87,0
2014,Yanam,12,0
2014,Amritsar,22,0
2014,Barnala,13,0
2014,Bathinda,160,0
2014,Faridkot,172,0
2014,Fatehgarh Sahib,5,0
2014,Fazilka,34,0
2014,Ferozepur,16,0
2014,Gurdaspur,24,0
2014,Hoshiarpur,27,0
2014,Jalandhar,32,0
2014,Kapurthala,5,0
2014,Ludhiana,210,0
2014,Mansa,503,0
2014,Moga,3,0
2014,Pathankot,0,0
2014,Patiala,79,0
2014,Rupnagar,6,0
2014,S.A.S Nagar,5,0
2014,Sangrur,57,0
2014,"Shahid Bhagat Singh
Nagar",88,0
2014,Sri Muktsar Sahib,242,0
2014,Tarn taran,57,0
2014,Ajmer,729,0
2014,Alwar,2322,1
2014,Banswara,1337,0
2014,Baran,917,1
2014,Barmer,2864,0
2014,Bharatpur,2993,1
2014,Bhilwara,925,2
2014,Bikaner,1983,0
2014,Bundi,892,1
2014,Chittorgarh,835,0
2014,Churu,842,0
2014,Dausa,481,2
2014,Dholpur,1891,0
2014,Dungarpur,735,0
2014,Ganganagar,701,0
2014,Hanumangarh,311,0
2014,Jaipur,1001,0
2014,Jaisalmer,549,0
2014,Jalore,320,0
2014,Jhalawar,176,0
2014,Jhunjhunu,259,0
2014,Jodhpur,1385,0
2014,Karauli,779,0
2014,Kota,391,0
2014,Nagaur,1179,0
2014,Pali,757,0
2014,Pratapgarh,1047,0
2014,Rajsamand,703,2
2014,Sawai Madhopur,850,0
2014,Sikar,237,0
2014,Sirohi,413,0
2014,Tonk,231,0
2014,Udaipur,2104,5
2014,Gangtok,25,0
2014,Gyalshing,10,0
2014,Mangan,1,0
2014,Namchi,3,0
2014,Aranthangi#,12,0
2014,Ariyalur,6,0
2014,Chengalpattu,37,0
2014,Chennai,8537,0
2014,Cheyyar#,69,0
2014,Coimbatore,27,0
2014,Cuddalore,72,0
2014,Dharapuram#,0,0
2014,Dharmapuri,36,0
2014,Dindigul,23,0
2014,Erode,0,0
2014,Kallakurichi,73,0
2014,Kanchipuram,4,0
2014,Kanniyakumari,1172,0
2014,Karur,6,0
2014,Kovilpatti#,120,0
2014,Krishnagiri,19,0
2014,Madurai,93,0
2014,Nagapattinam,72,0
2014,Namakkal,93,0
2014,Palani#,16,0
2014,Paramakudi#,308,0
2014,Perambalur,3,0
2014,Poonamallee#,0,0
2014,Pudukkottai,7,0
2014,Ramanathapuram,2208,0
2014,Salem,30,0
2014,Sivaganga,0,0
2014,Sivakasi#,1,0
2014,Tenkasi,14,0
2014,Thanjavur,116,0
2014,The Nilgiris,2,0
2014,Theni,10,0
2014,Thiruvallur,388,0
2014,Thiruvarur,27,0
2014,Tiruchirappalli,63,0
2014,Tirunelveli,320,0
2014,Tirupathur,103,0
2014,Tiruppur,1,0
2014,Tiruvannamalai,339,0
2014,Tuticorin,147,0
2014,Vellore,411,0
2014,Villupuram,47,0
2014,Virudhunagar,49,0
2014,Dhalai,2561,1
2014,Gomati,1890,1
2014,Khowai,323,0
2014,North Tripura,417,5
2014,Sepahijala,113,0
2014,South Tripura,1811,0
2014,Unakoti,62,0
2014,West Tripura,219,0
2014,Agra,115,0
2014,Aligarh,274,0
2014,Ambedkar Nagar,39,0
2014,Amethi,40,0
2014,Amroha,397,0
2014,Auraiya,797,0
2014,Ayodhya,28,0
2014,Azamgarh,30,0
2014,Baghpat,304,0
2014,Bahraich,63,0
2014,Ballia,2,0
2014,Balrampur,13,0
2014,Banda,851,0
2014,Barabanki,7,0
2014,Bareilly,439,0
2014,Basti,35,0
2014,Bhadohi,1258,0
2014,Bijnor,685,0
2014,Budaun,612,0
2014,Bulandshahr,495,0
2014,Chandauli,136,0
2014,Chitrakoot,720,0
2014,Deoria,14,0
2014,Etah,442,0
2014,Etawah,353,0
2014,Farrukhabad,574,0
2014,Fatehpur,858,0
2014,Firozabad,547,0
2014,Gautam Buddha Nagar,674,0
2014,Ghaziabad,251,0
2014,Ghazipur,64,0
2014,Gonda,57,0
2014,Gorakhpur,2,0
2014,Hamirpur,956,0
2014,Hapur,293,0
2014,Hardoi,76,0
2014,Hathras,278,0
2014,Jalaun,655,0
2014,Jaunpur,241,0
2014,Jhansi,719,0
2014,Kannauj,407,0
2014,Kanpur Dehat,679,0
2014,Kanpur Nagar,356,0
2014,Kasganj,217,0
2014,Kaushambi,253,0
2014,Kheri,276,0
2014,Kushi Nagar,109,0
2014,Lalitpur,470,0
2014,Lucknow,125,0
2014,Maharajganj,30,0
2014,Mahoba,1531,0
2014,Mainpuri,1099,0
